image,mask
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\555.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\555.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1157.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1157.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\682.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\682.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2690.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2690.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2370.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2370.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\831.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\831.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2081.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2081.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2790.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2790.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\102.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\102.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\825.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\825.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3016.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3016.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\291.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\291.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\355.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\355.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1787.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1787.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\719.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\719.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1843.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1843.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\546.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\546.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\973.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\973.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1345.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1345.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\547.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\547.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3018.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3018.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2918.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2918.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1841.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1841.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\613.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\613.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\929.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\929.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2198.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2198.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\274.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\274.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1840.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1840.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1508.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1508.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2668.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2668.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\471.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\471.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\248.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\248.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\361.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\361.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2611.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2611.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2286.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2286.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\375.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\375.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1910.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1910.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2734.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2734.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\308.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\308.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1111.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1111.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2966.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2966.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2210.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2210.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1318.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1318.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1743.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1743.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2474.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2474.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1885.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1885.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1324.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1324.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1309.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1309.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2893.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2893.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\579.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\579.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1639.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1639.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2896.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2896.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1007.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1007.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\461.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\461.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\265.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\265.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1712.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1712.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\949.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\949.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1083.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1083.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1114.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1114.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3058.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3058.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\910.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\910.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2709.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2709.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\5.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\5.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2738.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2738.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2974.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2974.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2678.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2678.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2491.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2491.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1463.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1463.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2670.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2670.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2148.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2148.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1854.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1854.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2006.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2006.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1376.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1376.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1829.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1829.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3020.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3020.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1428.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1428.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2830.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2830.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3000.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3000.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2521.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2521.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3032.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3032.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2322.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2322.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2080.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2080.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2500.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2500.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\793.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\793.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2772.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2772.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1737.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1737.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2797.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2797.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\878.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\878.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2121.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2121.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\688.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\688.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\645.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\645.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1940.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1940.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2699.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2699.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1552.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1552.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2185.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2185.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\947.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\947.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2921.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2921.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\787.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\787.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2594.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2594.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\953.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\953.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1116.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1116.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1068.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1068.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2846.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2846.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1650.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1650.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2181.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2181.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2665.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2665.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\352.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\352.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\526.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\526.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2233.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2233.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2669.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2669.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2186.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2186.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\883.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\883.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2997.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2997.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1336.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1336.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2716.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2716.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1299.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1299.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\757.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\757.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\357.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\357.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2442.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2442.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2004.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2004.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\841.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\841.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2748.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2748.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\634.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\634.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\56.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\56.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2206.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2206.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1287.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1287.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2456.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2456.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\49.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\49.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2853.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2853.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2504.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2504.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2747.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2747.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1232.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1232.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\404.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\404.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2834.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2834.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1619.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1619.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\181.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\181.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2822.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2822.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1122.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1122.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2724.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2724.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2644.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2644.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2414.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2414.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1286.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1286.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1587.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1587.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2922.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2922.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\376.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\376.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1500.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1500.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2968.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2968.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\11.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\11.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1477.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1477.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\120.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\120.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\165.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\165.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\851.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\851.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\604.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\604.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2289.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2289.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\382.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\382.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2310.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2310.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\725.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\725.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1760.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1760.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1172.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1172.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2316.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2316.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1850.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1850.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2818.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2818.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2465.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2465.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1103.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1103.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\158.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\158.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2682.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2682.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1000.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1000.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1065.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1065.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2579.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2579.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1419.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1419.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1002.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1002.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\212.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\212.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1826.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1826.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1203.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1203.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1956.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1956.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1216.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1216.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\337.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\337.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2042.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2042.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\909.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\909.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2372.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2372.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2443.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2443.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\801.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\801.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\380.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\380.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\581.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\581.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\279.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\279.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\402.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\402.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2777.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2777.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2584.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2584.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2173.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2173.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2386.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2386.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1559.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1559.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\952.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\952.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2342.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2342.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1098.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1098.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\323.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\323.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2050.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2050.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\501.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\501.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1207.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1207.png
